CLUSTERID1,CLUSTERID2,ComponentIndex,Cosine,DeltaMZ
13186,15548,41,0.932,-237.157
13298,15548,41,0.933,-281.184
13311,15548,41,0.9311,58.042
11290,11950,41,0.8987,-14.016
11939,11950,41,0.8976,-44.026
11950,12586,41,0.8754,30.011
11950,13079,41,0.8997,-45.058
11950,13314,41,0.926,-28.031
11290,13314,41,0.9141,-42.047
13079,13314,41,0.9345,17.026
13186,13314,41,0.925,88.052
13298,13314,41,0.9555,44.026
11872,11934,41,0.9155,132.079
11934,13079,41,0.8831,15.995
12586,12589,41,0.8477,-17.027
12589,13336,41,0.8633,-14.015
12589,13667,41,0.8534,-11.005
12589,13871,41,0.8291,-42.047
13086,14025,41,0.9193,148.073
13311,14025,41,0.9184,104.047
14025,14300,41,0.9204,-146.094
14025,14318,41,0.9208,-14.016
14025,14657,41,0.9186,-86.072
11296,11301,41,0.8955,44.026
11301,11302,41,0.8811,-132.079
14300,14317,41,0.9326,88.052
14303,14317,41,0.9325,44.026
14317,14318,41,0.9279,44.026
14317,14657,41,0.921,-28.031
14317,15546,41,0.946,56.063
13186,14317,41,0.9214,-249.195
13298,14317,41,0.9216,-293.221
13311,14317,41,0.9319,46.005
11302,11852,41,0.9032,-14.015
11844,11852,41,0.9235,44.026
11852,11872,41,0.9429,44.026
11852,13086,41,0.9091,-218.152
11290,11939,41,0.8768,30.01
11939,12586,41,0.8999,-14.016
11939,13336,41,0.8847,-45.057
13579,13871,41,0.7476,-14.016
13336,13667,41,0.8437,3.01
13667,13871,41,0.8063,-31.042
11296,11302,41,0.9125,-88.053
13186,13298,41,0.9602,44.026
13186,13311,41,0.9143,-295.2
13186,14303,41,0.9303,-293.221
13186,15546,41,0.9336,-193.131
14300,14303,41,0.9202,44.026
14303,14318,41,0.9375,88.052
14303,14657,41,0.9343,15.995
14303,15546,41,0.9308,100.089
13298,14303,41,0.9226,-337.247
14040,14303,41,0.923,-146.094
11290,12586,41,0.8905,15.995
12586,13336,41,0.8823,-31.041
11290,13079,41,0.8926,-59.074
13079,13336,41,0.8805,44.027
13298,15546,41,0.9332,-237.158
14300,14657,41,0.9094,60.021
14318,14657,41,0.9399,-72.057
14040,14657,41,0.9147,-130.099
11844,11872,41,0.9191,88.052
11844,13086,41,0.9046,-174.126
14300,14318,41,0.9236,132.078
13311,14300,41,0.9134,-42.047
14040,14318,41,0.9204,-58.042
13311,14318,41,0.9278,90.031
13311,15546,41,0.9245,102.068
13086,13311,41,0.9207,44.026
2270,3189,42,0.851,-26.015
2278,3189,42,0.8369,14.992
2949,3189,42,0.8844,0
3077,3189,42,0.9271,-0.025
3132,3189,42,0.8771,1.996
3189,3907,42,0.8649,-2.016
3189,5363,42,0.8198,-16.031
3189,5521,42,0.8159,-50.015
1805,3189,42,0.9376,15.995
2268,3123,42,0.9232,-26.016
2278,3123,42,0.9371,15.995
2818,3123,42,0.931,0
2820,3123,42,0.8947,-48.003
3123,3125,42,0.9824,48.003
1195,3123,42,0.9269,14.016
1226,3123,42,0.9778,-48.003
1742,3123,42,0.918,14.866
1797,3123,42,0.9831,-48.003
1800,3123,42,0.9841,15.995
2269,2820,42,0.9217,-26.016
2279,2820,42,0.8693,15.995
2818,2820,42,0.939,48.003
2820,3125,42,0.9295,0
2820,5366,42,0.8612,-16.031
1195,2820,42,0.8904,62.019
1226,2820,42,0.9353,0
1797,2820,42,0.9325,0
2161,2268,42,0.8281,-48.003
2161,2269,42,0.8925,0
2161,3513,42,0.8123,-0.036
1935,2161,42,0.8093,28.031
2819,3249,42,0.8502,-0.021
3119,3249,42,0.9514,-0.021
1798,3249,42,0.8894,15.974
2268,2269,42,0.9449,48.003
2269,3909,42,0.8933,-28.031
2269,5366,42,0.9138,-42.047
1436,2269,42,0.8901,63.998
1935,2269,42,0.8677,28.031
3077,3119,42,0.8023,-1.017
3119,3912,42,0.7963,-2.016
1798,3119,42,0.9384,15.995
1934,1935,42,0.8732,63.998
1935,3909,42,0.9385,0
1935,3910,42,0.9132,-48.003
1935,3912,42,0.818,-49.999
1935,5366,42,0.9158,-14.016
1288,1436,42,0.8934,42.011
1436,1800,42,0.9124,-26.016
1436,1805,42,0.8036,-27.019
1436,1934,42,0.8961,-28.031
1436,1948,42,0.788,-92.026
1436,2268,42,0.9437,15.995
1436,2382,42,0.901,-42.047
2268,5367,42,0.8718,-42.046
2382,5367,42,0.9126,15.996
3910,5367,42,0.926,-14.015
5363,5367,42,0.87,1.004
5366,5367,42,0.926,-48.002
5367,5369,42,0.8767,-1.996
2278,2279,42,0.9253,48.003
2279,3125,42,0.912,15.995
2279,10065,42,0.8871,-15.015
1064,2279,42,0.9256,0
1226,2279,42,0.913,-15.995
1288,2279,42,0.9028,63.998
1667,2279,42,0.8839,0
1797,2279,42,0.9166,-15.995
1195,1226,42,0.9305,62.019
1226,1742,42,0.9119,-62.869
1226,1797,42,0.99,0
1226,1800,42,0.9696,-63.998
1226,2818,42,0.9285,-48.003
1226,3125,42,0.9895,0
1226,10065,42,0.8871,-31.01
2268,2818,42,0.9242,-26.016
2278,2818,42,0.8917,15.995
2818,3125,42,0.9319,48.003
2818,3910,42,0.8976,-2.016
1195,2818,42,0.8848,14.016
1797,2818,42,0.932,-48.003
1800,2818,42,0.9204,15.995
1064,1288,42,0.8352,-63.999
1064,1667,42,0.8981,0
1064,2278,42,0.8612,-48.004
1064,4195,42,0.8296,15.995
1064,10065,42,0.8471,-15.015
2270,3907,42,0.8659,-28.031
2949,3907,42,0.875,-2.016
3907,5363,42,0.901,-14.015
3907,5521,42,0.8742,-47.999
1933,3907,42,0.9032,15.995
3656,4195,42,0.7982,0.036
2268,3910,42,0.9303,-28.031
3909,3910,42,0.9495,-48.003
3910,3912,42,0.8912,-1.996
3910,5243,42,0.8914,-48
3910,5570,42,0.9138,-48
1934,3910,42,0.9575,15.995
2382,2384,42,0.8026,-45.058
1609,1649,42,0.9375,-0.028
1649,1651,42,0.869,-62.02
1649,2545,42,0.9038,-0.001
1649,2775,42,0.882,-63.999
1649,5238,42,0.8964,-0.001
1649,5243,42,0.9137,-48.004
1649,5565,42,0.8391,-1.004
1649,5568,42,0.9098,-0.001
1649,5570,42,0.8949,-48.004
3513,3514,42,0.8597,-27.995
1288,3152,42,0.8115,15.995
1777,3152,42,0.7866,45.057
1651,2776,42,0.7949,-47.037
1777,2776,42,0.8106,-50.016
2819,3912,42,0.8283,-2.016
3132,3912,42,0.8053,-1.012
3909,3912,42,0.855,-49.999
3912,5369,42,0.9166,-14.015
3912,5567,42,0.8302,-47.998
1934,3912,42,0.8621,13.999
1609,1651,42,0.8282,-62.048
1609,2545,42,0.8732,-0.029
1609,5238,42,0.8521,-0.029
1609,5243,42,0.8767,-48.032
1609,5568,42,0.8719,-0.029
1609,5570,42,0.8806,-48.032
1288,1800,42,0.9592,15.995
1288,1805,42,0.8425,14.991
1288,1934,42,0.8756,13.98
1288,2278,42,0.9343,15.995
1288,2382,42,0.8855,-0.036
2270,5521,42,0.8203,-76.031
2949,5521,42,0.8343,-50.015
5243,5521,42,0.8599,-1.003
5363,5521,42,0.864,-33.985
5521,5565,42,0.9068,48.003
5521,5570,42,0.8724,1.003
2819,5567,42,0.8326,-50.014
5369,5567,42,0.8267,-33.984
1195,1797,42,0.9339,62.019
1742,1797,42,0.9199,62.869
1797,1800,42,0.9736,-63.998
1797,3125,42,0.9947,0
2545,5243,42,0.9457,-48.004
2775,5243,42,0.9549,15.995
5238,5243,42,0.9201,-48.003
5243,5568,42,0.9475,48.003
5243,5570,42,0.9702,0
1651,5243,42,0.8893,14.016
2819,5369,42,0.8251,-16.031
1195,1651,42,0.8096,-50.016
1651,2545,42,0.8698,62.019
1651,2775,42,0.8953,-1.979
1651,5238,42,0.8637,62.019
1651,5568,42,0.8738,62.019
1651,5570,42,0.8913,14.016
2949,3077,42,0.9113,0.025
3077,3132,42,0.9017,-2.021
1805,3077,42,0.9463,16.02
2270,2949,42,0.8608,-26.015
2278,2949,42,0.8262,14.992
2949,3132,42,0.8778,-1.996
2949,5363,42,0.8895,-16.031
1805,2949,42,0.9092,15.995
1195,1742,42,0.8863,-0.85
1742,1762,42,0.7773,-166.208
1742,1777,42,0.8751,-46.187
1742,1800,42,0.9364,-1.129
1742,3125,42,0.921,62.869
3132,5369,42,0.7904,-15.027
1805,3132,42,0.9031,14
2382,2775,42,0.9143,-33.985
2382,5366,42,0.9409,63.998
2382,5369,42,0.8523,14
1934,2382,42,0.9425,-14.016
1948,2382,42,0.8488,49.979
2268,2278,42,0.8793,-42.011
2545,5238,42,0.9491,0
2775,5238,42,0.9124,63.998
5238,5565,42,0.8661,-1.003
5238,5568,42,0.9407,0
5238,5570,42,0.9271,-48.003
2545,2775,42,0.9406,-63.998
2545,3909,42,0.858,48
2545,5565,42,0.8886,-1.004
2545,5568,42,0.9825,0
2545,5570,42,0.9641,-48.004
1805,1934,42,0.86,-1.012
1934,2775,42,0.8967,-48
1934,3909,42,0.9052,63.998
1195,1800,42,0.9225,-1.979
1777,1800,42,0.9238,45.058
1800,3125,42,0.9743,63.998
1805,1933,42,0.8636,-2.015
3909,5366,42,0.9411,-14.016
3909,5568,42,0.8667,-48
2270,5363,42,0.7963,-42.046
1762,1777,42,0.8091,120.021
1948,2775,42,0.8801,15.995
2775,5570,42,0.9728,15.995
5568,5570,42,0.9708,-48.003
2775,5568,42,0.9505,63.998
5565,5568,42,0.8858,1.003
1195,1777,42,0.8385,-47.037
1195,3125,42,0.9332,62.019
10348,10826,43,0.9041,-31.972
10010,10348,43,0.9839,0
10010,10826,43,0.9068,-31.972
13155,13924,44,0.9233,-56.063
3322,3568,45,0.9839,-0.053
4289,4352,45,0.905,-245.155
4289,4359,45,0.9866,-1.034
4289,4734,45,0.9605,-1.034
4289,8528,45,0.929,-1.034
4289,9376,45,0.9379,-1.034
4289,10122,45,0.9039,-1.034
4289,10469,45,0.9191,-1.034
4289,15710,45,0.8989,-1.034
4289,15742,45,0.9194,-1.034
1549,4289,45,0.8944,1.034
4359,10122,45,0.9038,0
4734,10122,45,0.9313,0
1549,10122,45,0.9002,0
1925,10122,45,0.9045,-0.001
8528,10122,45,0.9156,0
9376,10122,45,0.9481,0
10122,10469,45,0.9405,0
10122,15710,45,0.9336,0
10122,15742,45,0.9111,0
1362,1718,45,0.8692,0
1718,2106,45,0.8734,0.05
1718,5620,45,0.8709,0
1718,15721,45,0.8773,0
2640,4566,45,0.9005,15.995
3347,4566,45,0.9424,15.995
3589,4566,45,0.9326,15.995
4566,4589,45,0.8661,-14.992
4566,4763,45,0.9414,-1.003
4566,5370,45,0.8808,-0.001
4566,5620,45,0.8681,-14.992
4566,6552,45,0.8682,-16.032
4566,15721,45,0.8923,-14.992
3303,4169,45,0.8781,0
2028,2993,45,0.887,-92.026
2028,3465,45,0.8679,-28.031
2028,3554,45,0.8774,-42.047
2490,3439,45,0.9344,-14.016
2804,3439,45,0.9685,0
3058,3439,45,0.8612,-33.984
3439,3914,45,0.8664,28.031
3439,5696,45,0.874,-28.031
3439,6559,45,0.8726,-42.047
3439,6816,45,0.9369,-76.031
3439,7305,45,0.9299,-76.031
4359,9376,45,0.9324,0
4734,9376,45,0.9607,0
1549,9376,45,0.9363,0
1925,9376,45,0.9199,-0.001
8528,9376,45,0.9558,0
9376,10469,45,0.9663,0
9376,15710,45,0.9489,0
9376,15742,45,0.9518,0
2490,7305,45,0.9098,-90.047
2804,7305,45,0.9272,-76.031
6816,7305,45,0.9792,0
3568,4734,45,0.937,15.995
4359,4734,45,0.9631,0
4734,8528,45,0.9543,0
4734,10469,45,0.9449,0
4734,15710,45,0.9286,0
4734,15742,45,0.9341,0
4189,6552,45,0.8745,15.995
2106,5620,45,0.9387,-0.05
5620,15721,45,0.9427,0
1362,5620,45,0.9161,0
1977,2255,45,0.9687,0
1977,2333,45,0.9006,-33.984
1977,2461,45,0.8763,-33.984
2228,2646,45,0.9245,15.995
2228,3568,45,0.8825,15.995
1765,2300,45,0.9167,-14.016
1765,2490,45,0.8644,-48
2646,4191,45,0.8837,-16.031
3414,4191,45,0.8952,-0.036
3465,4191,45,0.9785,-14.016
3554,4191,45,0.9543,0
4191,5007,45,0.9312,-33.984
4191,5895,45,0.881,15.995
4191,6559,45,0.8992,15.995
5078,6004,45,0.8974,-15.019
6004,6245,45,0.8689,-1.003
6004,6552,45,0.8613,-33.985
5078,5895,45,0.9089,-48
5696,5895,45,0.912,-14.016
5895,6088,45,0.9663,0.036
5895,6559,45,0.9572,0
5895,6912,45,0.938,0.036
5895,6924,45,0.887,-34.988
3913,4403,45,0.8993,0
5548,6705,45,0.8723,0
2646,5007,45,0.8668,-50.016
3465,5007,45,0.9253,-48
3554,5007,45,0.9137,-33.984
5007,6924,45,0.8902,14.991
2255,2461,45,0.8727,-33.984
2333,2461,45,0.9728,0
2317,2919,45,0.9394,-0.984
2399,2401,45,0.8766,-1.004
2399,2695,45,0.9766,0.117
2646,4589,45,0.8844,0
4589,15721,45,0.8624,0
2106,15721,45,0.9626,-0.05
1362,15721,45,0.9259,0
4359,15710,45,0.8994,0
1549,15710,45,0.9275,0
1925,15710,45,0.9275,0
15710,15742,45,0.9274,0
10469,15710,45,0.9518,0
8528,15710,45,0.9344,0
2646,3465,45,0.8742,-2.016
3465,3554,45,0.9618,-14.016
3465,5696,45,0.9175,15.995
1549,1925,45,0.9114,0
1549,8528,45,0.9255,0
1549,10469,45,0.931,0
1549,15742,45,0.9244,0
2646,3554,45,0.8867,-16.031
5695,6552,45,0.9302,-14.016
2111,3303,45,0.8702,-48
2886,3303,45,0.9027,-33.984
2332,2460,45,0.9745,0
2333,2460,45,0.8626,-1.004
2927,2993,45,0.919,-0.07
6209,6705,45,0.8734,0
2886,2920,45,0.8818,-226.132
2300,6209,45,0.8656,-56.063
2431,6209,45,0.8759,-42.047
3058,6209,45,0.9665,-42.047
5078,6209,45,0.8868,-14.016
6209,6559,45,0.9021,-33.984
3414,3554,45,0.9188,-0.036
3554,6559,45,0.8894,15.995
3710,5078,45,0.8754,-14.016
5078,5696,45,0.8877,-33.984
5078,6559,45,0.9308,-48
2490,2804,45,0.9418,-14.016
2490,6816,45,0.9115,-90.047
2640,4763,45,0.8706,14.992
2328,2695,45,0.8739,0
2431,3058,45,0.879,0
2431,3913,45,0.8672,0
5696,6559,45,0.9391,-14.016
6088,6559,45,0.938,-0.036
6559,6912,45,0.9069,0.036
6559,6924,45,0.8834,-34.988
3347,6552,45,0.8649,-0.037
3589,6552,45,0.8651,-0.037
6552,6568,45,0.9055,-1.003
3710,5696,45,0.8775,-48
6088,6912,45,0.9239,0
2317,2363,45,0.921,-33.984
2363,2364,45,0.9167,17.027
2300,3058,45,0.9129,-14.016
6924,7295,45,0.8718,-1.002
2333,5696,45,0.8621,-12.036
5696,6924,45,0.8912,-49.004
3347,3589,45,0.9813,0
2695,2886,45,0.8674,-0.117
2332,2333,45,0.8663,1.004
4359,8528,45,0.9272,0
1925,8528,45,0.9181,-0.001
8528,10469,45,0.9443,0
8528,15742,45,0.963,0
2111,2886,45,0.9465,-14.016
2886,3568,45,0.9029,-33.984
2804,6816,45,0.9212,-76.031
2364,6924,45,0.8663,-37.04
2255,2333,45,0.8943,-33.984
2111,3568,45,0.9232,-48
4359,15742,45,0.9216,0
1925,15742,45,0.9188,0
10469,15742,45,0.9424,0
4359,10469,45,0.9174,0
1925,10469,45,0.9215,-0.001
1362,2106,45,0.9151,0.05
4352,4359,45,0.9069,244.121
3952,4818,46,0.7903,-74.036
4703,4818,46,0.9295,0.036
4818,4820,46,0.9331,-1.997
4818,4835,46,0.7587,-3.001
4818,4836,46,0.9282,-3.994
4818,6283,46,0.8504,18.011
4818,7249,46,0.7806,74.036
4818,9003,46,0.714,-154.009
4818,14487,46,0.9142,0
4818,15424,46,0.9279,0
3952,7249,46,0.9223,0
3952,14487,46,0.7899,-74.036
6283,6289,46,0.783,-3
6283,6299,46,0.8507,-3.994
6283,7249,46,0.7081,56.026
6283,9003,46,0.7415,-172.02
6283,14487,46,0.8243,-18.011
6283,15424,46,0.8368,-18.011
4703,14487,46,0.8049,0.036
4820,14487,46,0.9,1.996
4835,14487,46,0.7359,3.001
4836,14487,46,0.9065,3.994
14487,15424,46,0.928,0
4820,4835,46,0.8031,-1.004
4835,4836,46,0.8331,-0.994
4835,6289,46,0.8561,18.011
4835,15424,46,0.7869,3.001
4820,4836,46,0.9278,-1.998
4820,15424,46,0.9135,1.996
4703,15424,46,0.8206,0.036
4836,15424,46,0.9217,3.994
9003,15424,46,0.7108,154.009
6289,6299,46,0.7861,-0.993
4836,6299,46,0.7979,18.011
4836,6469,46,0.7,17.862
2044,2199,48,0.8333,0
2044,8432,48,0.7868,22.991
9647,10048,49,0.8093,0.037
9647,10186,49,0.8266,-466.294
9647,10417,49,0.8242,0
14483,14757,49,0.9085,0
9923,14483,49,0.9333,0
9016,9917,49,0.9313,-2.016
9314,9917,49,0.9437,0
9479,9917,49,0.964,0
9480,9917,49,0.9296,450.262
9917,9923,49,0.8688,-1.906
9917,10461,49,0.8984,18.01
10461,13576,49,0.9457,-0.036
11574,13576,49,0.9196,3.995
12707,13576,49,0.9543,-14.016
12718,13576,49,0.938,18.01
13255,13576,49,0.923,32.026
13576,13622,49,0.9516,32.026
13576,13769,49,0.9539,14.015
13576,14257,49,0.9554,14.016
13576,14641,49,0.9524,14.016
10449,11803,49,0.879,-14.016
10567,11803,49,0.8983,-14.016
11133,11803,49,0.8805,0
11138,11803,49,0.8987,-14.016
11800,11803,49,0.9717,448.282
5727,8093,49,0.8847,-14.016
6092,8093,49,0.8496,-14.016
7297,8093,49,0.8392,0
7615,8093,49,0.8094,-12
8093,8478,49,0.7764,32.026
10417,14909,49,0.8431,-282.256
7588,7615,49,0.8085,-32.027
7588,9408,49,0.7914,-46.043
7588,12050,49,0.854,34.005
8291,9923,49,0.9283,-76.816
7297,9103,49,0.8298,0
10182,10417,49,0.9364,0
10186,10417,49,0.9229,466.293
9874,10417,49,0.9043,-2.052
10461,10687,49,0.9286,-2.015
10687,10708,49,0.9279,-30.011
10687,11469,49,0.9491,0
9016,10687,49,0.9169,13.98
9314,10687,49,0.9318,15.995
9479,10687,49,0.938,15.995
11345,12050,49,0.9197,27.995
11865,12050,49,0.9491,-2.016
12050,12052,49,0.9665,-404.257
12050,12166,49,0.9686,-12
12050,12707,49,0.9729,-14.016
12050,13673,49,0.9277,-56.063
12050,13769,49,0.9772,-14.016
12050,14257,49,0.971,-14.016
12050,14641,49,0.9637,-14.016
11557,11574,49,0.9532,436.282
11557,13490,49,0.7845,2.015
10570,11138,49,0.862,434.267
11138,11469,49,0.8997,0
11574,12718,49,0.927,-14.016
9479,12718,49,0.9308,-0.036
12707,12718,49,0.9445,-32.026
12716,12718,49,0.9465,450.298
12718,13255,49,0.9227,-14.015
12718,13622,49,0.9473,50.037
12718,13769,49,0.9418,32.026
12718,14257,49,0.9455,32.026
12718,14641,49,0.9393,32.026
10570,13490,49,0.7602,-2.015
13490,14016,49,0.8688,136.016
13490,14620,49,0.7963,34.005
9996,10265,49,0.8739,0
9996,11160,49,0.7854,43.99
5727,6092,49,0.893,0
6092,7297,49,0.9099,-14.016
6092,7615,49,0.8383,-2.016
6092,7854,49,0.8474,0
6092,9174,49,0.854,15.995
6092,10449,49,0.8674,34.006
6092,10567,49,0.8824,34.005
10344,11127,49,0.8835,-0.036
9314,10344,49,0.9223,0
9479,10344,49,0.9273,0
11345,12166,49,0.9249,15.995
11865,12166,49,0.958,-14.016
12166,12167,49,0.9264,-416.256
12166,12707,49,0.9672,-2.016
12166,13673,49,0.9155,-44.062
12166,13769,49,0.9688,-2.016
12166,14257,49,0.9697,-2.016
12166,14641,49,0.964,-2.016
10182,10708,49,0.91,2.016
10461,10708,49,0.9286,-32.026
10708,11574,49,0.9072,27.995
10708,13255,49,0.9077,-0.036
9314,10708,49,0.9343,-14.016
9479,10708,49,0.933,-14.016
9874,10708,49,0.9069,-0.036
8614,9939,49,0.9138,-26.016
9874,9939,49,0.8923,-14.052
9939,10182,49,0.911,12
9939,11127,49,0.925,27.995
6588,9939,49,0.9209,-10.021
9643,10048,49,0.8072,0
8211,10601,49,0.8606,-28.031
11800,11836,49,0.8592,14.016
11151,11160,49,0.7532,27.995
9923,15457,49,0.9224,89.979
14257,14641,49,0.969,0
11865,14641,49,0.9475,-16.031
12395,14641,49,0.9363,418.271
12707,14641,49,0.9686,0
13622,14641,49,0.959,-18.011
13769,14641,49,0.9692,0
11345,13673,49,0.893,-28.068
11806,13673,49,0.9181,-70.074
11865,13673,49,0.9141,-58.078
9923,14757,49,0.8972,0
9016,9479,49,0.9295,-2.016
9314,9479,49,0.9787,0
9479,9480,49,0.9354,-450.262
9479,10461,49,0.9255,18.01
13566,13622,49,0.9557,-0.866
10182,10186,49,0.9611,-466.294
10048,10186,49,0.7885,-466.33
5727,7615,49,0.8435,-2.015
7615,9408,49,0.8378,-14.016
5727,10449,49,0.8667,34.006
10449,10567,49,0.9605,-0.001
10449,10570,49,0.9191,-434.268
9174,10449,49,0.8686,18.01
7297,10449,49,0.8666,48.022
11865,12707,49,0.9482,-16.031
12395,12707,49,0.9526,418.272
12707,13622,49,0.9611,18.011
12707,13769,49,0.9897,0
12707,14257,49,0.9874,0
9016,9681,49,0.9177,0
9681,10423,49,0.9308,-0.001
9314,9480,49,0.9257,-450.262
5727,7297,49,0.8516,-14.015
10182,13622,49,0.9062,66.032
11574,13622,49,0.9274,36.021
13255,13622,49,0.9273,64.052
13622,13769,49,0.9617,-18.011
13622,14257,49,0.9609,-18.011
9016,9018,49,0.9491,-448.246
9016,10072,49,0.9314,0
9016,10423,49,0.932,-0.001
9016,10461,49,0.9075,15.995
9016,11133,49,0.933,-0.037
11865,14257,49,0.9478,-16.031
12395,14257,49,0.9444,418.271
13769,14257,49,0.9852,0
11865,13769,49,0.9469,-16.032
12395,13769,49,0.9585,418.271
11345,11865,49,0.9251,30.011
12395,12666,49,0.7601,-32.026
12666,12716,49,0.7542,-32.026
12666,13633,49,0.9169,50.036
8211,8605,49,0.9055,-452.277
8605,8614,49,0.9689,452.278
8605,9174,49,0.9082,452.278
10265,10412,49,0.7784,59.967
10412,11160,49,0.7507,-15.977
9408,10412,49,0.8243,20.026
7927,10412,49,0.8464,-14.016
10461,11469,49,0.9064,-2.015
10570,14016,49,0.8586,134
9408,11945,49,0.7639,3.995
10461,11127,49,0.8933,-18.047
9314,10461,49,0.9156,18.011
6588,10461,49,0.8849,36.021
5727,7854,49,0.8432,0
5727,10567,49,0.8877,34.006
7927,9174,49,0.8668,-2.015
10072,10423,49,0.9198,-0.001
10072,11133,49,0.9061,-0.036
8614,9314,49,0.9178,2.016
9314,11127,49,0.9287,-0.036
8211,10182,49,0.9124,-14.015
8614,10182,49,0.9449,-14.016
9874,10182,49,0.9166,-2.052
8211,9174,49,0.8686,0.001
8614,9174,49,0.912,0.001
9174,10567,49,0.8812,18.01
8211,8614,49,0.9259,0
8614,9874,49,0.9025,-11.964
8614,11127,49,0.9328,1.979
6588,8614,49,0.9405,15.995
8211,9874,49,0.8856,-11.964
9874,13255,49,0.9095,-0.072
6588,9874,49,0.8822,4.031
10265,11160,49,0.8333,43.99
8211,11127,49,0.9185,1.979
6588,11127,49,0.9359,17.974
10567,10570,49,0.9266,-434.267
11133,11800,49,0.8904,-448.282
6588,8211,49,0.9081,15.995
10532,14584,50,0.9422,-258.165
13296,14584,50,0.9485,-304.154
10532,13296,50,0.9501,45.988
8458,9449,51,0.8975,31.972
8458,9777,51,0.888,31.972
8458,9991,51,0.8711,31.972
9449,9777,51,0.9128,0
9777,9991,51,0.9211,0
9449,9991,51,0.9309,0
2450,3618,53,0.9531,15.995
2987,3618,53,0.9625,15.995
3454,3618,53,0.9574,15.995
3618,3922,53,0.9369,-15.995
3618,4296,53,0.9811,0
3618,5323,53,0.9221,-30.011
3618,5627,53,0.941,-14.016
3922,4581,53,0.9038,-44.026
3667,3905,53,0.9414,15.995
3667,4240,53,0.9387,0
3667,5323,53,0.9007,-16.032
3667,9650,53,0.9519,-138.215
3667,10133,53,0.9071,-138.214
3667,10552,53,0.9617,-122.219
2450,3454,53,0.9324,0
2987,3454,53,0.9457,0
3454,3922,53,0.9741,0
3454,4296,53,0.9583,15.995
3454,5008,53,0.918,-67.987
3454,5323,53,0.9615,-14.016
3454,5627,53,0.9363,1.979
3454,6890,53,0.9086,-30.01
8676,9336,53,0.9191,108.997
8676,10140,53,0.9278,41.01
6957,8676,53,0.9146,-67.987
2987,5008,53,0.9021,-67.987
3922,5008,53,0.9139,-67.987
3905,10552,53,0.9423,-138.215
4240,10552,53,0.938,-122.22
10403,10552,53,0.9768,15.995
9650,10552,53,0.9739,15.995
10133,10552,53,0.9231,15.995
6957,10552,53,0.9475,81.878
5136,6957,53,0.9666,-120.058
5152,6957,53,0.9537,-150.068
6322,6957,53,0.9385,-180.08
6421,6957,53,0.9146,-210.089
6957,9650,53,0.9471,65.883
6957,10403,53,0.9357,65.883
6421,8254,53,0.913,-67.987
5136,5152,53,0.9592,30.01
5152,6322,53,0.9393,30.012
5152,6421,53,0.9272,60.022
9650,10133,53,0.9212,0
7892,8668,53,0.914,0
2450,2987,53,0.9571,0
2450,3922,53,0.9235,0
2450,4296,53,0.9511,15.995
2450,5323,53,0.9115,-14.016
2450,5627,53,0.9162,1.979
9336,10140,53,0.9513,-67.987
2987,3922,53,0.9322,0
2987,4296,53,0.9617,15.995
2987,5323,53,0.9196,-14.016
2987,5627,53,0.9223,1.979
3922,4296,53,0.9397,15.995
3922,5323,53,0.9644,-14.016
3922,5627,53,0.9367,1.979
3922,6890,53,0.9087,-30.011
6890,7620,53,0.9237,0
4897,9650,53,0.9226,16.853
5136,6322,53,0.9451,60.022
5136,6421,53,0.9237,90.032
5136,9650,53,0.9108,-54.174
3905,4240,53,0.9272,-15.995
3905,5323,53,0.9107,-32.027
4296,8668,53,0.9007,-30.011
4296,5323,53,0.9218,-30.011
5323,5627,53,0.9294,15.995
11452,12192,53,0.9022,0
4296,5627,53,0.9405,-14.016
7910,11452,53,0.9237,-138.214
4240,7910,53,0.9101,-30.011
6322,6421,53,0.9183,30.01
9779,16007,56,0.917,0
9779,16156,56,0.9375,0
57,16007,56,0.9466,0
16007,16101,56,0.9466,0
57,16101,56,0.9749,0
57,16156,56,0.9497,0
16101,16156,56,0.9514,0
5754,7955,58,0.8655,76.031
5752,5754,58,0.8973,49.053
8966,9062,59,0.8617,0.037
10522,10558,60,0.9622,-30.011
2471,3529,61,0.8348,163.063
2809,3529,61,0.8614,234.1
2824,3529,61,0.9673,63.994
2967,3529,61,0.8697,113.083
3430,3529,61,0.8859,85.017
3516,3529,61,0.904,212.152
3529,3534,61,0.848,196.122
1896,3529,61,0.9416,3.995
1932,3529,61,0.8786,-12
1997,3529,61,0.9156,-26.016
2471,2824,61,0.8493,99.069
2809,2824,61,0.9286,170.106
2824,2967,61,0.8178,-49.089
2824,3430,61,0.8878,-21.022
2824,3516,61,0.8035,-148.158
2824,3534,61,0.8468,260.116
1896,2824,61,0.9348,-60
1932,2824,61,0.8751,-75.994
1997,2824,61,0.917,-90.01
2471,2967,61,0.8571,49.979
2809,2967,61,0.7885,121.017
2967,3430,61,0.8188,28.067
2967,3516,61,0.8647,-99.069
2967,3520,61,0.8079,-99.069
1896,2967,61,0.824,-109.089
1932,2967,61,0.8314,-125.083
1997,2967,61,0.8155,-139.099
2446,3520,61,0.7636,-49.088
2471,3520,61,0.7811,-49.09
2969,3520,61,0.7825,-99.069
3430,3520,61,0.7652,-127.136
3516,3520,61,0.8935,0
3099,3103,61,0.8348,115.063
3099,3110,61,0.7604,-0.001
3099,5094,61,0.8821,-147.07
