CLUSTERID1,CLUSTERID2,ComponentIndex,Cosine,DeltaMZ
11267,13722,2,0.8692,-32.004
9900,13722,2,0.9059,-0.984
12369,13722,2,0.8699,-32.005
13516,13722,2,0.8939,39.011
13635,13722,2,0.9062,-48
11894,14750,2,0.7207,-152.23
7117,14750,2,0.8074,-120.203
7926,7931,2,0.9345,31.042
7926,8002,2,0.8555,1.003
7926,8010,2,0.9315,1.997
10303,12026,2,0.9389,85.032
11235,12026,2,0.9533,0.995
11752,12026,2,0.942,12
11919,12026,2,0.9744,-14.016
12026,13316,2,0.9513,-28.031
8739,12026,2,0.9426,14.016
8806,12026,2,0.9672,-15
9271,12026,2,0.9455,15.995
9794,12026,2,0.9375,114.105
9925,12026,2,0.9662,28.068
11805,12091,2,0.8691,55.99
11437,13542,2,0.8864,156.079
11437,14005,2,0.8882,-112.125
7974,11437,2,0.862,184.971
8832,10150,2,0.9295,0
9271,10150,2,0.9108,-14.016
9925,10150,2,0.9196,-1.943
10150,11235,2,0.9098,29.015
10150,11919,2,0.9235,44.027
10150,12742,2,0.9083,15.995
7930,7968,2,0.809,3.996
7968,7976,2,0.7693,-1.998
8806,8832,2,0.9279,-45.01
8832,9925,2,0.9376,1.943
8832,11235,2,0.9296,29.015
8832,11919,2,0.9509,44.026
11267,13635,2,0.8496,15.996
9900,13635,2,0.8649,47.017
12369,13635,2,0.8321,15.995
13516,13635,2,0.8507,87.011
7117,7761,2,0.9203,30.01
7117,9233,2,0.9041,55.015
7117,9434,2,0.9063,55.015
7117,11267,2,0.8807,36.02
9168,9316,2,0.884,31.006
9316,9360,2,0.9175,-30.011
9316,9440,2,0.8303,-76.016
9316,9452,2,0.893,-47.985
9316,10070,2,0.8086,-23.016
6991,8044,2,0.9461,-35.958
7999,8044,2,0.9715,1.997
8044,8054,2,0.9455,-31.042
8044,8065,2,0.9739,1.997
8044,8980,2,0.9358,1.997
8044,9750,2,0.9718,1.997
8044,10102,2,0.9609,1.997
8044,12008,2,0.9734,1.997
8044,12019,2,0.975,0
8044,13279,2,0.961,1.997
8267,9415,2,0.7617,-93.023
9233,9415,2,0.9055,-1.997
9247,9415,2,0.9708,0
9249,9415,2,0.8789,1.003
9415,9416,2,0.8658,-1.003
9415,9434,2,0.9066,1.997
9415,9922,2,0.7407,35.956
9415,10305,2,0.7191,-20.005
8806,9271,2,0.9404,-30.995
8806,9873,2,0.9347,-64.032
8806,9925,2,0.9644,-43.068
8806,10303,2,0.9426,-100.032
8806,11235,2,0.9563,-15.995
8806,11752,2,0.9371,-27
8806,11919,2,0.9593,-0.984
8806,13316,2,0.946,-43.031
8392,13301,2,0.8855,45.058
9752,13301,2,0.9457,0
7931,13301,2,0.8764,1.997
8010,13301,2,0.9024,31.042
8011,13301,2,0.9425,0
8276,13542,2,0.9318,14.016
10108,13542,2,0.9415,0
13542,13768,2,0.9413,0
13542,14038,2,0.9558,0
8002,13542,2,0.9088,3.993
8054,13542,2,0.926,1.997
8276,13768,2,0.9547,14.016
10108,13768,2,0.9432,0
13768,14038,2,0.9262,0
13768,14083,2,0.912,-1.997
8002,13768,2,0.9204,3.993
8054,13768,2,0.9493,1.997
8073,13768,2,0.9544,0
9247,9416,2,0.8508,-1.003
9249,9416,2,0.9692,0
9416,9882,2,0.7885,15.995
9416,9922,2,0.8249,36.959
9416,10320,2,0.7877,-20.005
9416,11923,2,0.8263,79.042
9416,12021,2,0.8564,65.026
7659,9416,2,0.7686,-5.005
5557,13283,2,0.8241,-1.997
13283,14083,2,0.8804,0
9249,9882,2,0.7948,15.995
9882,9922,2,0.8669,20.964
9882,10320,2,0.9352,-36
9882,11923,2,0.8741,63.047
9882,12021,2,0.8856,49.032
7659,9882,2,0.8329,10.989
7974,11276,2,0.916,201.002
7931,8011,2,0.8927,1.997
8010,8011,2,0.9304,31.042
8011,8392,2,0.8902,-45.058
8011,9752,2,0.9311,0
8011,11923,2,0.7963,-59.037
10320,11923,2,0.8656,99.047
11923,12021,2,0.9533,-14.016
8392,11923,2,0.841,-13.979
9249,11923,2,0.8488,79.042
9922,11923,2,0.9188,42.084
7659,11923,2,0.8787,74.037
8010,11923,2,0.8536,-27.995
11267,13516,2,0.822,-71.015
11752,12583,2,0.9176,-42.011
12091,12583,2,0.9255,-27.995
9271,12583,2,0.9029,-38.016
11894,12121,2,0.8121,30.011
6991,7999,2,0.9297,-37.955
7999,8002,2,0.9446,-31.042
7999,8065,2,0.9418,3.993
7999,8980,2,0.9158,3.993
7999,9750,2,0.9451,3.993
7999,12008,2,0.9441,3.993
7999,12019,2,0.9598,1.997
8267,8392,2,0.7777,-1.005
8392,9752,2,0.8739,45.058
8392,9922,2,0.8051,-56.062
8392,12021,2,0.7699,-27.995
7659,8392,2,0.7541,88.016
8010,8392,2,0.9621,-14.016
7930,7976,2,0.8516,1.998
12008,12019,2,0.9695,-1.997
12008,13279,2,0.9792,0
8980,12008,2,0.9495,0
9750,12008,2,0.9876,0
10102,12008,2,0.9763,0
6991,12008,2,0.9602,-33.961
8065,12008,2,0.992,0
8073,12008,2,0.9501,31.042
9168,9440,2,0.8432,-45.01
9272,9440,2,0.7782,-37.005
9360,9440,2,0.9366,-46.005
9440,9452,2,0.8531,28.032
9440,10070,2,0.8042,53
11235,11919,2,0.9607,15.011
11919,13316,2,0.936,-42.047
8739,11919,2,0.92,28.031
9271,11919,2,0.9578,30.011
9794,11919,2,0.9196,128.12
9925,11919,2,0.9718,42.084
7931,9752,2,0.8782,1.996
8002,8054,2,0.9806,1.997
8054,8073,2,0.979,1.997
8054,8267,2,0.9705,-14.015
8054,10108,2,0.9437,1.997
8054,12019,2,0.9413,31.042
8054,14038,2,0.9029,1.997
8054,14083,2,0.9027,0
9233,9900,2,0.9216,-50.016
9432,9900,2,0.8617,13.041
9434,9900,2,0.9225,-50.016
10108,14038,2,0.9106,0
8002,14038,2,0.8868,3.993
9206,9432,2,0.8728,-14.016
9233,9432,2,0.8937,-63.057
9432,9434,2,0.8892,63.057
8010,9752,2,0.8904,31.042
8739,9233,2,0.9059,-51.011
8739,9434,2,0.8994,-51.011
8739,9794,2,0.9393,-100.089
8739,9925,2,0.9257,-14.052
8739,11235,2,0.91,13.02
8739,11752,2,0.9291,2.016
8739,13316,2,0.9284,-14.015
11752,12091,2,0.9085,-14.016
9271,12091,2,0.9166,-10.021
9863,12091,2,0.8756,51.995
10303,13316,2,0.9119,57.001
11235,13316,2,0.9288,-27.036
11752,13316,2,0.9217,-16.031
9271,13316,2,0.9223,-12.036
9794,13316,2,0.9157,86.074
9925,13316,2,0.9496,0.037
8267,8276,2,0.9635,1.996
8276,10102,2,0.9362,45.058
8276,10108,2,0.9473,14.016
8073,8276,2,0.9869,-14.016
8002,10108,2,0.9216,3.993
8073,10108,2,0.9455,0
12019,13279,2,0.9631,1.997
8980,13279,2,0.9423,0
9750,13279,2,0.9778,0
10102,13279,2,0.9704,0
13279,14224,2,0.9439,0
6991,13279,2,0.9507,-33.961
8065,13279,2,0.979,0
8073,13279,2,0.9329,31.042
9233,9247,2,0.9045,-1.997
9233,9434,2,0.9908,0
9233,9794,2,0.9222,-49.078
7761,9233,2,0.8967,25.005
9247,9249,2,0.8616,-1.003
9249,9922,2,0.8295,36.959
9249,10320,2,0.7988,-20.005
9249,12021,2,0.8762,65.027
7659,9249,2,0.782,-5.005
8010,9249,2,0.771,-107.037
9357,9360,2,0.7701,3
10320,12021,2,0.9077,85.032
9922,12021,2,0.9245,28.068
7659,12021,2,0.8903,60.021
8010,12021,2,0.7884,-42.011
8002,8073,2,0.9505,3.993
8065,8073,2,0.949,-31.042
8073,9750,2,0.9443,31.042
8073,10102,2,0.9407,31.042
8980,9750,2,0.9547,0
8980,10102,2,0.9555,0
8980,12019,2,0.937,-1.997
6991,8980,2,0.9555,-33.961
8065,8980,2,0.9527,0
9750,10102,2,0.9813,0
9750,12019,2,0.9708,-1.997
6991,9750,2,0.9658,-33.961
8065,9750,2,0.9894,0
10102,12019,2,0.9631,-1.997
6991,10102,2,0.9657,-33.961
8065,10102,2,0.9769,0
9781,9873,2,0.926,30.011
9784,9873,2,0.9029,86.04
9873,10303,2,0.9653,-36
9873,12329,2,0.9,-48.951
9452,10308,2,0.73,-2.018
9776,10308,2,0.8046,0.001
6991,8065,2,0.9646,-33.961
8065,12019,2,0.9705,-1.997
6991,14224,2,0.9219,-33.961
11267,12369,2,0.8337,0.001
8010,9922,2,0.7919,-70.079
9168,14336,2,0.7966,-27.923
9452,14336,2,0.7514,-10.944
9272,10070,2,0.7839,15.995
9360,10070,2,0.8239,6.994
9452,10070,2,0.7971,24.968
8267,14083,2,0.9038,14.015
8002,14083,2,0.8884,1.997
6991,12019,2,0.9471,-35.958
10303,10305,2,0.9151,-1.997
10303,11752,2,0.9059,73.032
10303,12329,2,0.9148,-12.951
9781,10303,2,0.91,-5.989
9925,10303,2,0.9212,-56.964
6994,8002,2,0.8437,-37.955
9168,9452,2,0.9108,-16.979
9360,9452,2,0.9219,-17.974
7761,11267,2,0.8648,6.01
8267,11937,2,0.8109,-14.218
9168,9360,2,0.902,0.995
9781,9784,2,0.8606,-56.029
9271,11235,2,0.9479,15
9925,11235,2,0.9545,27.073
9434,9794,2,0.9182,-49.078
9776,9794,2,0.9295,-0.07
9794,11752,2,0.921,102.105
7976,8267,2,0.7502,329.034
10305,10320,2,0.7511,-1.003
9247,10305,2,0.7694,-20.005
8267,9247,2,0.7678,-93.023
9925,12742,2,0.9292,14.052
9247,10320,2,0.732,-21.008
9922,10320,2,0.8825,-56.964
7659,10320,2,0.82,-25.011
9272,9360,2,0.8015,9
9247,9434,2,0.9048,1.997
7761,9434,2,0.8927,25.005
7659,9922,2,0.8579,31.953
12329,12742,2,0.8974,83.967
9271,9863,2,0.8975,-62.016
9863,12742,2,0.8823,63.995
8541,9675,3,0.9208,0
8545,9675,3,0.8629,42.011
9675,12139,3,0.8831,-42.011
5960,12712,3,0.7537,-67.988
10701,12712,3,0.9476,-42.011
9941,12712,3,0.7812,0
5960,9941,3,0.8997,-67.988
9941,10701,3,0.8121,42.011
5960,8545,3,0.8059,-44.027
8541,8545,3,0.8328,-42.011
8545,12139,3,0.7451,0
8541,12139,3,0.879,-42.01
9629,10321,4,0.8588,-53.972
9629,10593,4,0.9462,0
6096,9629,4,0.9723,-14.016
10353,10829,4,0.9059,0
10008,10353,4,0.9674,0
7650,10353,4,0.9547,0
10593,11985,4,0.8749,-14.015
11177,11985,4,0.8632,15.995
11182,11985,4,0.953,-14.016
11985,12300,4,0.8447,-53.972
3814,6387,4,0.8793,-101.044
3814,7114,4,0.8565,-67.987
3814,7650,4,0.889,-14.016
3814,10829,4,0.8573,-14.016
10464,10466,4,0.9108,150.026
10464,12300,4,0.8544,117.999
8122,10464,4,0.9324,-67.988
9898,10464,4,0.8937,-117.999
10466,12300,4,0.849,-32.026
10594,12300,4,0.8571,118
10634,12300,4,0.9442,-32.026
11182,12300,4,0.9193,-67.987
11445,12300,4,0.9393,15.995
6387,8110,4,0.8497,0
6387,8122,4,0.866,-150.025
6387,10466,4,0.8511,-67.987
6387,10634,4,0.9426,-67.988
6387,11182,4,0.8592,-32.026
9200,11182,4,0.9473,15.995
8026,8122,4,0.8496,-9.984
8026,10765,4,0.9336,-67.987
9898,10466,4,0.8905,32.026
5430,10817,4,0.8717,0
10817,11227,4,0.9195,0
9158,10817,4,0.8679,0
6176,10817,4,0.9431,-0.001
7114,10817,4,0.9498,0
5430,7114,4,0.8749,0
6176,7114,4,0.9544,-0.001
7114,9158,4,0.912,0
7114,11227,4,0.9286,0
9200,11445,4,0.8813,-67.987
5430,10753,4,0.8906,-88.06
10466,10753,4,0.9173,12.984
10008,10829,4,0.9328,0
7650,10829,4,0.9126,0
10399,10593,4,0.8837,-27.995
6096,10593,4,0.956,-14.016
6940,10593,4,0.8514,21.988
6096,10321,4,0.8795,-67.988
9158,11227,4,0.9236,0
6176,9158,4,0.9057,-0.001
7650,10008,4,0.9407,0
5430,10466,4,0.8668,-101.044
8110,10466,4,0.8488,-67.987
6347,10399,4,0.8849,18.01
6940,10399,4,0.8611,49.983
5430,6176,4,0.8763,0
6176,11227,4,0.9229,-0.001
5430,11227,4,0.8752,0
11834,12148,5,0.8818,-175.1
12148,12182,5,0.8881,175.101
12148,13440,5,0.8046,-522.182
6061,10584,5,0.9039,-106.027
10584,10606,5,0.9478,18.011
10584,11247,5,0.8716,-40.046
10584,11816,5,0.8703,37.964
10584,12061,5,0.8934,51.98
10584,12221,5,0.9002,34.006
10584,12782,5,0.8958,-114.155
10584,12821,5,0.8637,13.964
10584,13065,5,0.8968,-0.051
9663,10584,5,0.88,-37.965
8780,9551,5,0.9341,0
8192,9551,5,0.8048,77.028
8192,10583,5,0.93,-15.994
8192,12210,5,0.8118,-45.994
8192,12228,5,0.9129,-43.988
8192,12251,5,0.864,-44.992
8192,12253,5,0.9257,0.002
8192,13774,5,0.9074,-43.989
11834,12182,5,0.9605,0.001
12182,12214,5,0.9027,-121.017
12182,13305,5,0.8054,-651.295
12182,13440,5,0.8087,-697.283
11442,11871,5,0.8246,-14.015
10618,10814,5,0.8345,-14.016
10814,10897,5,0.8203,30.011
10814,11146,5,0.8083,15.993
10814,11186,5,0.8439,-45.988
10814,11832,5,0.8125,46.005
10814,12095,5,0.8181,31.989
10013,10814,5,0.8045,46.005
5599,10583,5,0.8169,0.001
10583,12210,5,0.8262,-30
10583,12228,5,0.9189,-27.995
10583,12251,5,0.8745,-28.998
10583,12253,5,0.9094,15.996
10583,13774,5,0.9176,-27.995
12214,12239,5,0.8043,-1.004
12239,12256,5,0.8378,-493.201
11461,11832,5,0.8557,-14.016
11757,11832,5,0.8229,-0.038
11832,11974,5,0.8164,-15.994
11832,12095,5,0.8898,-14.016
11832,12609,5,0.8071,-62.016
11832,12759,5,0.8512,-76.031
11832,12801,5,0.8251,-81.987
9940,11832,5,0.8284,-56.027
10896,10979,5,0.8179,-14.015
10979,11114,5,0.8454,42.01
10618,11461,5,0.8614,46.005
10897,11461,5,0.8448,30.011
11158,11461,5,0.8828,15.995
11442,11461,5,0.8712,27.995
11461,11974,5,0.8915,-30.01
11461,12076,5,0.8205,-87.998
11461,12095,5,0.8766,-28.032
11461,12759,5,0.8414,-90.047
9940,11461,5,0.8833,-42.011
10768,13820,5,0.898,0
11104,13820,5,0.8921,-0.001
11284,13820,5,0.8135,208.074
11712,13820,5,0.8869,0
9523,13820,5,0.8697,45.058
9553,13820,5,0.8189,462.215
9564,13820,5,0.8886,0
12200,13820,5,0.8745,0
13437,13820,5,0.9002,0
5599,12254,5,0.8041,-31.001
9551,10820,5,0.9303,0
9551,11834,5,0.8113,-116.063
9551,12364,5,0.8872,91.027
11067,11077,5,0.813,-476.193
11074,11077,5,0.8257,-504.225
11077,11078,5,0.8242,17.026
10606,13065,5,0.8771,-18.062
11184,13065,5,0.9018,-52.031
11247,13065,5,0.9301,39.995
11278,13065,5,0.9096,70.006
11816,13065,5,0.9332,-38.015
12061,13065,5,0.9329,-52.031
9435,13065,5,0.8786,-28.031
9663,13065,5,0.9221,-38.017
12821,13065,5,0.9141,-14.016
10606,12230,5,0.8902,-29.062
10999,12230,5,0.8504,-1.979
12221,12230,5,0.9117,-45.058
12225,12230,5,0.9142,71.004
12230,12231,5,0.9509,-464.158
12230,12256,5,0.9308,-447.131
12230,12268,5,0.8778,28.031
12210,12228,5,0.8502,2.005
12210,12251,5,0.9152,1.002
12210,12253,5,0.824,45.996
12210,12254,5,0.9463,-1.003
12210,13774,5,0.8456,2.005
11146,12759,5,0.8099,-46.018
11859,12759,5,0.8071,15.996
11974,12759,5,0.8082,-60.036
12095,12759,5,0.8635,-62.015
9940,12759,5,0.8182,-132.057
12759,12801,5,0.8382,-5.957
11184,11278,5,0.8809,-122.037
11247,11278,5,0.9323,-30.011
11278,11816,5,0.9232,108.021
11278,11846,5,0.8538,-5.956
11278,12061,5,0.9123,122.037
11278,12750,5,0.894,19.99
11278,12782,5,0.8624,-44.098
11278,12821,5,0.851,84.021
9663,11278,5,0.9057,-108.022
11442,12076,5,0.834,-60.003
12228,12232,5,0.8775,58.042
12228,12251,5,0.9096,-1.003
12228,12253,5,0.9421,43.99
12228,12258,5,0.8584,-492.189
12228,13774,5,0.9157,0
6061,10606,5,0.9218,-88.017
10606,12221,5,0.898,15.996
10606,12225,5,0.88,-100.067
10606,12231,5,0.8653,-493.221
10606,12782,5,0.9049,-132.166
11006,11074,5,0.8344,-14.016
11067,11074,5,0.9419,28.031
11071,11074,5,0.9031,-17.027
11074,11078,5,0.9214,-487.199
11006,11765,5,0.8175,-42.01
11756,11765,5,0.8274,28.031
10934,11392,5,0.8855,15.995
10999,11392,5,0.871,-28.032
11067,11392,5,0.8936,-14.016
11392,11756,5,0.8447,-13.978
12251,12254,5,0.8737,-2.005
11834,13305,5,0.808,-651.295
10934,10999,5,0.8721,44.027
10934,11067,5,0.8656,30.011
10934,11756,5,0.8342,2.017
11067,11078,5,0.9305,-459.168
11071,11078,5,0.8873,-504.226
11158,12095,5,0.8169,-12.037
11442,12095,5,0.8364,-0.037
11974,12095,5,0.8507,1.978
12095,12801,5,0.8316,-67.971
9940,12095,5,0.832,-70.043
12251,12253,5,0.8826,44.993
12251,13774,5,0.858,1.003
10768,13437,5,0.9169,0
11104,13437,5,0.9158,-0.001
11284,13437,5,0.8379,208.075
11712,13437,5,0.9283,0
9523,13437,5,0.8735,45.059
9553,13437,5,0.8149,462.215
9564,13437,5,0.9068,0.001
12200,13437,5,0.8895,0
11183,11184,5,0.8866,114.032
11183,11394,5,0.8466,-14.016
11004,12241,5,0.8326,42.012
12221,12241,5,0.8773,43.991
12232,13774,5,0.8176,-58.043
12253,13774,5,0.8919,-43.991
12258,13774,5,0.8755,492.189
10896,10902,5,0.8307,-0.037
10902,10999,5,0.8161,-47.036
10902,11004,5,0.8354,-1.979
8990,9435,5,0.8863,14.016
8990,12750,5,0.8222,-64.031
10768,11712,5,0.9058,0
11104,11712,5,0.905,-0.001
11284,11712,5,0.8104,208.074
11712,12200,5,0.8834,0.001
9523,11712,5,0.8751,45.058
9553,11712,5,0.8192,462.215
9564,11712,5,0.8958,0
10914,11442,5,0.8184,76.016
11158,11442,5,0.8495,-12
11442,11974,5,0.8462,-2.016
9940,11442,5,0.8474,-70.006
11004,11757,5,0.9129,-42.01
11071,11757,5,0.8661,-27.995
11756,11757,5,0.8911,45.058
12221,12256,5,0.9084,-492.189
12225,12256,5,0.9187,-376.127
12231,12256,5,0.9383,17.028
9523,9564,5,0.8695,45.058
9553,9564,5,0.8712,462.215
9564,10768,5,0.9077,0
9564,11104,5,0.8923,0.001
9564,11284,5,0.8053,-208.074
9564,12200,5,0.8537,0.001
9523,10013,5,0.85,-116.995
9553,10013,5,0.8187,300.162
11004,11071,5,0.8974,-14.016
11067,11071,5,0.9266,45.058
12221,12231,5,0.8916,-509.217
12225,12231,5,0.9214,-393.154
12231,12268,5,0.8665,492.19
11184,12061,5,0.9425,0
11247,12061,5,0.9276,92.027
11816,12061,5,0.9622,14.016
12061,12221,5,0.8906,-17.974
12061,12750,5,0.9128,-102.047
12061,12821,5,0.9089,-38.016
9663,12061,5,0.9511,14.015
11834,12214,5,0.9164,-121.016
12214,12258,5,0.835,-376.126
10618,10897,5,0.8423,15.995
10618,11974,5,0.8093,15.995
10999,11067,5,0.9054,-14.016
11067,11756,5,0.8866,-27.994
6061,12221,5,0.8713,-72.021
6061,12225,5,0.8435,-188.083
6061,12560,5,0.8573,-888.566
6061,12782,5,0.8962,-220.183
10999,11004,5,0.9323,45.058
10999,11006,5,0.9457,28.031
10999,11756,5,0.8975,-42.01
10768,11104,5,0.9016,0.001
11104,12200,5,0.8693,-0.001
9523,11104,5,0.854,45.059
9553,11104,5,0.8145,462.216
10914,11974,5,0.8798,74
11158,11974,5,0.8751,-14.016
11388,11974,5,0.8339,88.016
9940,11974,5,0.8451,-72.021
10914,11158,5,0.8381,88.016
9940,11158,5,0.8166,-58.006
12221,12225,5,0.9168,-116.063
12221,12782,5,0.8808,-148.162
11184,11247,5,0.891,-92.026
11184,11394,5,0.8526,-128.047
11184,11816,5,0.9385,-14.016
11184,12750,5,0.9048,-102.047
11184,12821,5,0.8824,-38.016
9663,11184,5,0.909,14.015
11824,12609,5,0.8124,46.006
11824,12801,5,0.822,26.034
10768,11284,5,0.8283,-208.074
10768,12200,5,0.8707,0
9523,10768,5,0.874,45.058
9553,10768,5,0.82,462.215
11284,12200,5,0.8084,208.075
9523,12200,5,0.8321,45.059
12225,12268,5,0.8327,99.035
12609,12801,5,0.8277,-19.972
9435,11247,5,0.8659,-68.027
11004,11006,5,0.8867,-17.026
9523,9553,5,0.904,-417.157
9523,11284,5,0.8675,-163.016
9663,11247,5,0.9407,-78.012
9663,11816,5,0.9407,-0.001
9663,12750,5,0.8976,-88.032
9663,12821,5,0.8831,-24.001
10970,12782,5,0.8505,-116.159
10914,11388,5,0.8585,-14.016
11875,12750,5,0.8204,18.012
11834,13440,5,0.8141,-697.282
11247,12821,5,0.868,54.011
11816,12821,5,0.9164,-24
10896,11114,5,0.8161,27.995
11247,11816,5,0.9328,78.011
11247,12750,5,0.8877,-10.021
11846,12560,5,0.8415,-706.526
12560,12782,5,0.8569,668.383
11816,12750,5,0.8981,-88.031
4046,4742,6,0.7227,-85.973
4742,4743,6,0.9099,244.119
3738,3739,6,0.8659,-210.136
3739,4034,6,0.865,210.136
3739,4046,6,0.8844,0
3739,4049,6,0.7441,15.978
3738,4113,6,0.8397,210.136
4034,4113,6,0.8455,210.136
1355,4113,6,0.7208,-98.11
3738,4034,6,0.9546,0
3738,4037,6,0.7292,15.977
3738,4046,6,0.9085,-210.137
4034,4037,6,0.752,15.977
4037,4047,6,0.7305,169.111
4037,4049,6,0.8146,-210.136
4385,4743,6,0.7468,-244.122
4034,4046,6,0.9067,-210.137
4046,4049,6,0.7607,15.978
2526,2534,6,0.8198,-155.095
2682,2698,6,0.8045,260.116
2526,5066,6,0.8093,-16.031
2868,5066,6,0.8579,13.98
3043,5066,6,0.9112,-28.031
5051,5066,6,0.7156,-23.016
5066,5072,6,0.9214,-171.127
2549,2879,6,0.7427,-30.012
2879,2904,6,0.8052,-185.105
2868,2906,6,0.811,-185.105
2904,2906,6,0.7949,-15.978
2526,2868,6,0.7851,-30.011
2526,3043,6,0.829,12
4305,4385,6,0.8529,0.017
5051,5072,6,0.7106,-194.143
2683,2698,6,0.7087,520.231
2698,4385,6,0.7322,15.996
2549,4047,6,0.7305,-14.016
3045,4580,6,0.7755,-28.031
3045,5093,6,0.7752,-28.031
2868,3043,6,0.8603,42.011
3043,3051,6,0.8877,-143.095
4047,4580,6,0.703,-2.016
4580,5093,6,0.8527,0
2492,3617,7,0.8098,-28.031
2104,2372,7,0.8028,-30.011
2131,3033,7,0.8271,-53.972
2288,3617,7,0.8247,13.925
3033,3617,7,0.8129,68.971
2104,2288,7,0.8747,-0.984
2288,4458,7,0.8026,32.967
65,15792,8,0.9928,0
15781,15792,8,0.9894,-0.018
15792,15890,8,0.9908,0
15792,15992,8,0.994,0.018
15792,16037,8,0.9898,0
15792,16045,8,0.9911,0.018
15792,16195,8,0.9908,0
15792,16197,8,0.9899,0.018
65,15992,8,0.9922,0.018
15781,15992,8,0.9872,0
15890,15992,8,0.9931,0.018
15908,15992,8,0.9894,0
15968,15992,8,0.9894,0.018
15992,16037,8,0.9902,-0.018
15992,16045,8,0.993,0
15992,16195,8,0.9927,-0.018
15992,16197,8,0.9919,0
42,16137,8,0.9914,0
15890,16137,8,0.9908,0.018
15968,16137,8,0.9882,0.018
16037,16137,8,0.9897,0.018
16137,16195,8,0.9913,-0.018
16137,16197,8,0.9908,0
42,16045,8,0.9896,0
65,16045,8,0.9898,0.018
15890,16045,8,0.9939,0.018
15908,16045,8,0.9892,0
15968,16045,8,0.9911,0.018
16037,16045,8,0.9909,0.018
16045,16195,8,0.9933,-0.018
16045,16197,8,0.9927,0
42,15968,8,0.9914,-0.018
65,15968,8,0.9892,0
15890,15968,8,0.9916,0
15908,15968,8,0.9883,-0.018
15968,16037,8,0.9895,0
42,16037,8,0.989,-0.018
15890,16037,8,0.9931,0
15908,16037,8,0.9889,-0.018
16037,16195,8,0.9937,0
16037,16197,8,0.9917,0.018
42,15890,8,0.9904,-0.018
65,15890,8,0.9901,0
15890,16195,8,0.9942,0
15890,16197,8,0.992,0.018
42,16195,8,0.9903,-0.018
65,16195,8,0.9907,0
15908,16195,8,0.9922,-0.018
16195,16197,8,0.9932,0.018
65,15781,8,0.9889,0.018
15781,15853,8,0.9894,0
15781,15908,8,0.9884,0
42,16197,8,0.9905,0
65,16197,8,0.9909,0.018
15908,16197,8,0.9912,0
42,15908,8,0.988,0
65,15908,8,0.9912,0.018
11537,11567,9,0.9002,50.016
11543,11567,9,0.945,26.016
11567,11573,9,0.9166,14.016
11567,12034,9,0.9747,0
11567,12040,9,0.9097,-26.016
11567,12425,9,0.9399,-26.016
11567,12439,9,0.9837,0
11567,12463,9,0.9129,14.016
11567,13638,9,0.8989,0
8606,11567,9,0.8997,15.995
10843,11431,9,0.8802,107.988
11348,11431,9,0.899,-18.01
12958,12988,9,0.9191,-56.063
12972,12988,9,0.9193,-42.047
12980,12988,9,0.8869,-52.068
12984,12988,9,0.8932,-80.099
12985,12988,9,0.8843,-70.078
12988,13782,9,0.9581,0
9827,13827,9,0.8914,-0.032
13638,13827,9,0.8938,-0.032
11531,12424,9,0.9844,0
11543,12424,9,0.9017,-14.016
11550,12424,9,0.9073,-24
11575,12424,9,0.8931,-38.016
12066,12424,9,0.9123,0
12424,12425,9,0.8979,14.016
12424,12566,9,0.9085,24
12424,13618,9,0.9634,0
11544,11568,9,0.9301,-14.015
11544,12446,9,0.9326,-14.015
11544,12457,9,0.984,0
11544,12855,9,0.9152,-122.99
8909,8934,9,0.9519,14.016
8934,9116,9,0.9366,-0.098
8934,11698,9,0.9125,-11.998
8934,12855,9,0.909,-26.017
11543,12439,9,0.9157,26.016
11573,12439,9,0.8985,-14.016
12034,12439,9,0.9794,0
12040,12439,9,0.8893,26.016
12425,12439,9,0.9252,26.016
12439,12463,9,0.8971,14.016
12439,13638,9,0.9024,0
7705,8102,9,0.9681,0
7705,8798,9,0.9316,-0.001
7705,9632,9,0.9572,0.001
7705,10177,9,0.9538,-0.001
7705,10418,9,0.9663,0
7705,10576,9,0.9377,-0.001
7705,10780,9,0.9377,0.001
7705,11108,9,0.9684,0.001
7705,11271,9,0.946,-0.001
12958,12972,9,0.9561,-14.016
12972,12985,9,0.8982,28.031
12972,12993,9,0.8801,52.068
12972,13782,9,0.9113,-42.047
11698,13224,9,0.963,0
8909,13224,9,0.8909,2.017
13224,14236,9,0.9706,0
10177,10576,9,0.9438,0
10418,10576,9,0.9539,-0.001
10576,11108,9,0.9277,0.002
10576,11271,9,0.9798,0
10576,11568,9,0.9378,14.016
10576,11779,9,0.983,0
10576,12446,9,0.9443,14.016
8798,10576,9,0.9675,0
8102,10576,9,0.9331,-0.001
10177,11779,9,0.9138,0
10418,11779,9,0.9232,-0.001
11271,11779,9,0.9692,0
11560,11779,9,0.9213,-24
11568,11779,9,0.9523,-14.016
11779,12446,9,0.9643,14.016
11779,12451,9,0.9137,24
11779,12455,9,0.9272,38.016
8798,11779,9,0.9577,0
12975,12993,9,0.8942,18.01
12980,12993,9,0.8834,42.047
12984,12993,9,0.9298,14.016
12992,12993,9,0.8855,28.031
8606,10192,9,0.9571,0
8606,11537,9,0.8827,-34.021
13123,14096,9,0.9051,-84.094
13706,14096,9,0.936,0
13789,14096,9,0.9479,-56.062
14096,14289,9,0.9453,28.031
14096,14615,9,0.9436,0
11698,12855,9,0.9071,-14.019
